,Rank,Title,Year,Number of Episodes,Genre,Anime Type,Production House,Ratings,Comments
1189,1190,Kabaneri of the Iron Fortress,2016,12,Action,TV-Series,"WIT STUDIO, Inc.",3.69,Excellent
1190,1191,Blue Giant,2023,1,Slice of Life Drama,Movie,Nut Inc.,4.06,Excellent
1191,1192,Domestic Girlfriend,2019,12,Romantic Drama,TV-Series,diomedéa inc.,3.69,Excellent
1192,1193,MF Ghost,2023,12,Ganbatte,TV-Series,Felix Film,3.73,Excellent
1193,1194,Teasing Master Takagi-san,2018,12,Romantic Comedy,TV-Series,"Shin-ei Animation Co., Ltd.",3.69,Excellent
1194,1195,Zoku Sayonara Zetsubou-sensei,2008,13,Nonsense-Comedy,TV-Series,SHAFT Inc.,3.7,Excellent
1195,1196,Date a Live: Mayuri Judgement,2015,1,Action Comedy,Movie,"Production IMS Co., Ltd.",3.69,Excellent
1196,1197,One Week Friends,2014,12,Slice of Life Drama,TV-Series,Brain's Base,3.69,Excellent
1197,1198,Card Captor Sakura Movie 2: The Sealed Card,2000,1,Romance,Movie,MADHOUSE Inc.,3.7,Excellent
1198,1199,The Heroic Legend of Arslan (2015),2015,25,Adventure,TV-Series,"Liden Films Inc., Sanzigen Inc.",3.69,Excellent
1199,1200,Big Windup!,2007,25,Ganbatte,TV-Series,A-1 Pictures Inc.,3.7,Excellent
1200,1201,Blue Exorcist: The Movie,2012,1,Action,Movie,A-1 Pictures Inc.,3.69,Excellent
1201,1202,Kakegurui ××,2019,12,Thriller,TV-Series,"MAPPA Co., Ltd.",3.69,Excellent
1202,1203,Princess Principal: Crown Handler,2021,6,Action,Movie,Actas Inc.,3.82,Excellent
1203,1204,"To Me, the One Who Loved You",2022,1,Drama,Movie,"TMS Entertainment Co., Ltd.",3.74,Excellent
1204,1205,Lupin the 3rd: Part 6,2021,24,Action Comedy,TV-Series,"TMS Entertainment Co., Ltd.",3.81,Excellent
1205,1206,New Gods: Nezha Reborn,2021,1,Action,Movie,,3.83,Excellent
1206,1207,School Babysitters,2018,12,Comedy,TV-Series,Brain's Base,3.71,Excellent
1207,1208,Spiritpact: Bond of the Underworld,2018,12,Romantic Comedy,Web,Haoliners Animation League,3.73,Excellent
1208,1209,Soul Land,2018,26,Action,Web,Hangzhou Xuanji Keji Xinxijishu Youxiangongsi,3.95,Excellent
1209,1210,To Love Ru: Darkness,2012,12,Romantic Comedy,TV-Series,"XEBEC, Inc.",3.69,Excellent
1210,1211,The Helpful Fox Senko-san,2019,12,Romantic Comedy,TV-Series,Doga Kobo,3.69,Excellent
1211,1212,Fate/Grand Order Absolute Demonic Front: Babylonia Recaps,2019,3,Action Drama,TV-Special,CloverWorks Inc.,3.92,Excellent
1212,1213,Miraculous World: Shanghai - The Legend of Ladydragon,2021,1,Action Comedy,TV-Special,,3.92,Excellent
1213,1214,Darwin’s Game: Kioku (Log Line),2020,1,Action,TV-Special,Nexus,3.78,Excellent
1214,1215,Bang Dream! Poppin’ Dream!,2022,1,Ganbatte,Movie,Sanzigen Inc.,4.11,Excellent
1215,1216,Azumanga Daioh,2002,26,Slice of Life Comedy,TV-Series,"J.C.STAFF Co., Ltd.",3.68,Excellent
1216,1217,Drifters (2017),2017,3,Action,OVA,Hoods Entertainment Inc.,3.72,Excellent
1217,1218,Blue Thermal,2022,1,Drama,Movie,"Telecom Animation Film Co., Ltd.",3.74,Excellent
1218,1219,Saekano: How to Raise a Boring Girlfriend.flat,2017,11,Romantic Drama,TV-Series,A-1 Pictures Inc.,3.69,Excellent
1219,1220,Boys over Flowers,1996,51,Romantic Comedy,TV-Series,"Toei Animation Co., Ltd.",3.7,Excellent
1220,1221,Utano Prince Sama: LS,2016,13,Romance,TV-Series,A-1 Pictures Inc.,3.74,Excellent
1221,1222,Fairy Tail: The Movie - Phoenix Priestess,2012,1,Fighting-Shounen,Movie,A-1 Pictures Inc.,3.69,Excellent
1222,1223,The Familiar of Zero F,2012,12,Romantic Comedy,TV-Series,"J.C.STAFF Co., Ltd.",3.68,Excellent
1223,1224,Boarding School Juliet,2018,12,Romantic Comedy,TV-Series,Liden Films Inc.,3.69,Excellent
1224,1225,Tamayura: Sotsugyou Shashin,2015,4,Slice of Life Drama,Movie,"Yumeta Co., Ltd.",3.85,Excellent
1225,1226,You and Me 2,2012,13,Comedy,TV-Series,"J.C.STAFF Co., Ltd.",3.7,Excellent
1226,1227,Silver Spoon,2013,11,Comedy,TV-Series,A-1 Pictures Inc.,3.69,Excellent
1227,1228,Shiki,2010,22,Horror,TV-Series,Daume,3.68,Excellent
1228,1229,Rurouni Kenshin: Reflection,2001,2,Drama,OVA,"Studio DEEN Co., Ltd.",3.69,Excellent
1229,1230,A Certain Magical Index II,2010,24,Action,TV-Series,"J.C.STAFF Co., Ltd.",3.68,Excellent
1230,1231,Looking Up at the Half-Moon,2006,6,Romantic Drama,TV-Series,"Group Tac Co., Ltd.",3.68,Excellent
1231,1232,Bleach: The Movie - Fade to Black,2008,1,Fighting-Shounen,Movie,"Pierrot Co., Ltd.",3.68,Excellent
1232,1233,The Legend of the Legendary Heroes,2010,24,Adventure,TV-Series,ZEXCS Inc.,3.68,Excellent
1233,1234,Hakuoki: Demon of the Fleeting Blossom - Record of the Jade Blood,2010,10,Drama,TV-Series,"Studio DEEN Co., Ltd.",3.69,Excellent
1234,1235,Aria the Origination: That Secret Little Place...,2008,1,Comedy,Bonus,,3.77,Excellent
1235,1236,Road to Ninja: Naruto the Movie,2012,1,Fighting-Shounen,Movie,"Pierrot Co., Ltd.",3.68,Excellent
1236,1237,"One Piece: Episode of Sabo - The Three Brothers’ Bond, the Miraculous Reunion and the Inherited Will",2015,1,Fighting-Shounen,TV-Special,"Toei Animation Co., Ltd.",3.7,Excellent
1237,1238,Grimoire of Zero,2017,12,Adventure,TV-Series,"WHITE FOX Co., Ltd.",3.68,Excellent
1238,1239,Full Metal Panic! Movies,2017,3,Action,Movie,Gonzo K.K.,3.9,Excellent
1239,1240,Genshin Impact Concept Trailer,2022,1,?,CM,"ufotable, Inc.",3.9,Excellent
1240,1241,Millennium Actress,2001,1,Drama,Movie,MADHOUSE Inc.,3.68,Excellent
1241,1242,Cells at Work!!,2021,8,Comedy,TV-Series,David Production Inc.,3.69,Excellent
1242,1243,Konohana Kitan,2017,12,Slice of Life Drama,TV-Series,Lerche,3.69,Excellent
1243,1244,Meitantei Conan: Zekkai no Private Eye,2013,1,Crime Fiction,Movie,"TMS Entertainment Co., Ltd.",3.68,Excellent
1244,1245,Konosuba: An Explosion on This Wonderful World!,2023,12,Adventure Comedy,TV-Series,Drive Inc.,3.69,Excellent
1245,1246,Non Non Biyori Nonstop: Our Club Worked Hard,2022,1,?,OVA,SILVER LINK.,3.84,Excellent
1246,1247,Sword Art Online Alternative: Gun Gale Online,2018,12,Action,TV-Series,3Hz Inc.,3.68,Excellent
1247,1248,Valvrave the Liberator Second Season,2013,12,Action,TV-Series,SUNRISE Inc.,3.69,Excellent
1248,1249,Tanaka-kun is Always Listless,2016,12,Comedy,TV-Series,SILVER LINK.,3.68,Excellent
1249,1250,Uma Musume: Pretty Derby Season 2,2021,13,Ganbatte,TV-Series,Studio KAI Inc.,3.75,Excellent
1250,1251,The Seven Deadly Sins: Dragon’s Judgement,2021,24,Adventure,TV-Series,"Studio DEEN Co., Ltd.",3.68,Excellent
1251,1252,Trinity Seven: Heavens Library & Crimson Lord,2019,1,Action Comedy,Movie,Seven Arcs Pictures Ltd.,3.69,Excellent
1252,1253,Little Witch Academia,2013,1,Comedy,Movie,Trigger Inc.,3.68,Excellent
1253,1254,Bubble,2022,1,Adventure,Web,"WIT STUDIO, Inc.",3.68,Excellent
1254,1255,Nisekoi: False Love (Season 2),2015,12,Romantic Comedy,TV-Series,SHAFT Inc.,3.67,Excellent
1255,1256,D4DJ All Mix,2023,12,Slice of Life,TV-Series,Sanzigen Inc.,3.92,Excellent
1256,1257,The Masterful Cat Is Depressed Again Today,2023,13,Comedy,TV-Series,GoHands,3.7,Excellent
1257,1258,"Yuru Yuri,",2019,1,Comedy,OVA,Lay-duce Inc.,3.74,Excellent
1258,1259,Demon Slayer: Kimetsu no Yaiba - To the Hashira Training,2024,1,Action Drama,Movie,"ufotable, Inc.",3.74,Excellent
1259,1260,Aggretsuko: Season 4,2021,10,Comedy,Web,Fanworks Inc.,3.71,Excellent
1260,1261,Green Snake,2021,1,Action Drama,Movie,,3.87,Excellent
1261,1262,Ajin: Demi-Human,2016,13,Supernatural Thriller,TV-Series,Polygon Pictures Inc.,3.67,Excellent
1262,1263,Oresuki: Are You the Only One Who Loves Me?,2019,12,Romantic Comedy,TV-Series,CONNECT,3.68,Excellent
1263,1264,The Idaten Deities Know Only Peace,2021,11,Action,TV-Series,"MAPPA Co., Ltd.",3.69,Excellent
1264,1265,"The Ossan Newbie Adventurer, Trained to Death by the Most Powerful Party, Became Invincible",2024,12,Adventure,TV-Series,"Yumeta Co., Ltd.",3.68,Excellent
1265,1266,Flying Witch,2016,12,Comedy,TV-Series,"J.C.STAFF Co., Ltd.",3.67,Excellent
1266,1267,Bleach: The Movie - Hell Verse,2010,1,Fighting-Shounen,Movie,"Pierrot Co., Ltd.",3.67,Excellent
1267,1268,Trigun,1998,26,Action Comedy,TV-Series,MADHOUSE Inc.,3.67,Excellent
1268,1269,Is the Order a Rabbit?? Season 2,2015,12,Comedy,TV-Series,"Kinema Citrus Co., Ltd., WHITE FOX Co., Ltd.",3.69,Excellent
1269,1270,Yuru Yuri Nachuyachumi!,2014,1,Comedy,OVA,"Yumeta Co., Ltd.",3.69,Excellent
1270,1271,Fairy Tail: Dokidoki Ryuuzetsu Land,2013,1,Comedy,OVA,"Satelight Inc., A-1 Pictures Inc.",3.68,Excellent
1271,1272,Ace Attorney: Season 2,2018,23,Crime Fiction,TV-Series,A-1 Pictures Inc.,3.75,Excellent
1272,1273,Stars Align,2019,12,Drama,TV-Series,"8bit Corp, Inc.",3.69,Excellent
1273,1274,In the Land of Leadale,2022,12,Adventure Comedy,TV-Series,"MAHO FILM Co., Ltd.",3.67,Excellent
1274,1275,Major Second Season 2,2020,25,Ganbatte,TV-Series,"OLM, Inc.",3.77,Excellent
1275,1276,Tales of Zestiria the X: Season 2,2017,13,Adventure,TV-Series,"ufotable, Inc.",3.67,Excellent
1276,1277,A Certain Magical Index: The Miracle of Endymion,2013,1,Action,Movie,"J.C.STAFF Co., Ltd.",3.67,Excellent
1277,1278,Ah! My Goddess Specials,2005,2,Romantic Comedy,Bonus,"Anime International Co., Inc.",3.7,Excellent
1278,1279,Mob Psycho 100: The First Spirits and Such Company Trip - A Journey that Mends the Heart and Heals the Soul,2019,1,Action Comedy,OVA,BONES Inc.,3.69,Excellent
1279,1280,Koikimo,2021,12,Romantic Comedy,TV-Series,Nomad Inc.,3.68,Excellent
1280,1281,Asobi Asobase: Workshop of Fun,2018,12,Nonsense-Comedy,TV-Series,Lerche,3.68,Excellent
1281,1282,Wushan Wuxing (2020),2020,3,Action,Web,,3.97,Excellent
1282,1283,All Saints Street (Part 2),2020,12,Comedy,Web,,3.97,Excellent
1283,1284,Pretty Guardian Sailor Moon Eternal The Movie,2021,2,Adventure,Movie,"Studio DEEN Co., Ltd., Toei Animation Co., Ltd.",3.71,Excellent
1284,1285,Super Cub,2021,12,Slice of Life Drama,TV-Series,Studio KAI Inc.,3.69,Excellent
1285,1286,Revue Starlight: The Movie,2021,1,Ganbatte,Movie,"Kinema Citrus Co., Ltd.",4.03,Excellent
1286,1287,Non Non Biyori: Hotaru ga Tanoshinda,2016,1,Comedy,OVA,SILVER LINK.,3.7,Excellent
1287,1288,Macross Frontier: The False Songstress,2009,1,Action,Movie,"Satelight Inc., 8bit Corp, Inc.",3.69,Excellent
1288,1289,Goblin Slayer: Goblin’s Crown,2020,1,Action,Movie,"WHITE FOX Co., Ltd.",3.67,Excellent
1289,1290,Evangelion: 3.33 - You Can (Not) Redo.,2012,1,Action Drama,Movie,Studio Khara,3.67,Excellent
1290,1291,Thus Spoke Kishibe Rohan: Millionaire Village,2017,1,Action,Bonus,David Production Inc.,3.7,Excellent
1291,1292,"Love, Chunibyo & Other Delusions: Glimmering… Explosive Festival",2013,1,Romantic Comedy,OVA,"Kyoto Animation Co., Ltd.",3.67,Excellent
1292,1293,Log Horizon: Destruction of the Round Table,2021,12,Adventure,TV-Series,"Studio DEEN Co., Ltd.",3.67,Excellent
1293,1294,The Familiar of Zero: Knight of the Twin Moons,2007,12,Romantic Comedy,TV-Series,"J.C.STAFF Co., Ltd.",3.66,Excellent
1294,1295,The God of High School,2020,13,Fighting-Shounen,TV-Series,"MAPPA Co., Ltd.",3.67,Excellent
1295,1296,Gargantia on the Verdurous Planet,2013,13,Adventure,TV-Series,"Production I.G., Inc.",3.67,Excellent
1296,1297,Diary of Our Days at the Breakwater,2020,12,Slice of Life,TV-Series,Doga Kobo,3.69,Excellent
1297,1298,Higurashi: When They Cry - Gou,2020,24,Horror,TV-Series,"Passione Co., Ltd.",3.68,Excellent
1298,1299,To Every You I’ve Loved Before,2022,1,Drama,Movie,Bakken Record,3.71,Excellent
1299,1300,Arte,2020,12,Slice of Life Drama,TV-Series,Seven Arcs Pictures Ltd.,3.68,Excellent
1300,1301,I Was Reincarnated as the 7th Prince So I Can Take My Time Perfecting My Magical Ability,2024,12,Action Comedy,TV-Series,"Tsumugi Akita Anime Lab Co., Ltd.",3.67,Excellent
1301,1302,Bokurano,2007,24,Drama,TV-Series,Gonzo K.K.,3.67,Excellent
1302,1303,Ghost in the Shell: Arise – Alternative Architecture,2015,10,Action,TV-Series,"Production I.G., Inc.",3.68,Excellent
1303,1304,Twittering Birds Never Fly: The Clouds Gather,2020,1,Drama,Movie,GRIZZLY,3.74,Excellent
1304,1305,Dr. Stone Special Feature,2020,1,Adventure,Web,"TMS Entertainment Co., Ltd.",3.7,Excellent
1305,1306,Haganai Next,2013,12,Comedy,TV-Series,"Anime International Co., Inc.",3.66,Excellent
1306,1307,Hibike! Euphonium: Ensemble Contest-hen,2023,1,Slice of Life Drama,Movie,"Kyoto Animation Co., Ltd.",3.8,Excellent
1307,1308,Deaimon: Recipe for Happiness,2022,12,Slice of Life Drama,TV-Series,"Encourage Films Co., Ltd.",3.68,Excellent
1308,1309,Fate/Kaleid Liner Prisma Illya 3rei!!,2016,12,Action Drama,TV-Series,SILVER LINK.,3.67,Excellent
1309,1310,Yuki Yuna Is a Hero: Great Mankai Chapter,2021,12,Drama,TV-Series,Studio Gokumi,3.83,Excellent
1310,1311,Rage of Bahamut: Virgin Soul,2017,24,Adventure,TV-Series,"MAPPA Co., Ltd.",3.67,Excellent
1311,1312,Edens Zero: Season 2,2023,25,?,TV-Series,"J.C.STAFF Co., Ltd.",3.74,Excellent
1312,1313,Mobile Suit Gundam 00 the Movie: A Wakening of the Trailblazer,2010,1,Action,Movie,SUNRISE Inc.,3.67,Excellent
1313,1314,Villainess Level 99: I May Be the Hidden Boss but I’m Not the Demon Lord,2024,12,Action Comedy,TV-Series,"Jumondou Co., Ltd.",3.67,Excellent
1314,1315,Tokyo Ravens,2013,24,Action Drama,TV-Series,"8bit Corp, Inc.",3.66,Excellent
1315,1316,Fullmetal Alchemist: The Conqueror of Shamballa,2005,1,Action Drama,Movie,BONES Inc.,3.66,Excellent
1316,1317,Sword Oratoria: Is it Wrong to Try to Pick Up Girls in a Dungeon? On the Side,2017,12,Adventure,TV-Series,"J.C.STAFF Co., Ltd.",3.66,Excellent
1317,1318,Tsuredure Children,2017,12,Romantic Comedy,TV-Series,Studio Gokumi,3.66,Excellent
1318,1319,Baki Hanma: Season 2,2023,13,Fighting-Shounen,Web,"TMS Entertainment Co., Ltd.",3.69,Excellent
1319,1320,Legend of the Galactic Heroes: Overture to a New War,1993,1,Drama,Movie,"Kitty Film Co., Ltd.",3.72,Excellent
1320,1321,Arifureta: From Commonplace to World’s Strongest - From a Detour to the World’s Strongest,2022,1,Adventure,Bonus,"studio MOTHER Inc., asread",3.69,Excellent
1321,1322,Kubo Won’t Let Me Be Invisible,2023,12,Romantic Comedy,TV-Series,Pine Jam,3.69,Excellent
1322,1323,xxxHOLiC Shunmu-ki,2009,2,Ghost Stories,OVA,"Production I.G., Inc.",3.67,Excellent
1323,1324,Aria the Avvenire,2015,3,?,OVA,"Yumeta Co., Ltd.",3.75,Excellent
1324,1325,A Returner’s Magic Should Be Special,2023,12,Action Drama,TV-Series,ARVO ANIMATION Inc.,3.66,Excellent
1325,1326,House of Five Leaves,2010,12,Drama,TV-Series,manglobe Inc.,3.67,Excellent
1326,1327,Boku no Hero Academia the Movie: World Heroes’ Mission - Tabidachi,2022,1,Comedy,Bonus,BONES Inc.,3.86,Excellent
1327,1328,Her Blue Sky,2019,1,Drama,Movie,CloverWorks Inc.,3.67,Excellent
1328,1329,Kengan Ashura: Part 2,2019,12,Action,Web,"Larx Entertainment Co., Ltd.",3.67,Excellent
1329,1330,Masamune-kun’s Revenge R,2023,12,Romantic Comedy,TV-Series,SILVER LINK.,3.66,Excellent
1330,1331,Black Bullet,2014,13,Action,TV-Series,"Kinema Citrus Co., Ltd., Orange Co., Ltd.",3.65,Excellent
1331,1332,The Way of the Househusband: Season 2,2023,5,Comedy,Web,"J.C.STAFF Co., Ltd.",3.67,Excellent
1332,1333,Shiki: Twentieth Mourning and Offense,2011,1,Horror,Bonus,Daume,3.67,Excellent
1333,1334,The Kawai Complex Guide to Manors and Hostel Behavior,2014,12,Romantic Comedy,TV-Series,Brain's Base,3.65,Excellent
1334,1335,Beyond the Boundary,2013,12,Action,TV-Series,"Kyoto Animation Co., Ltd.",3.65,Excellent
1335,1336,Gargantia on the Verdurous Planet: Far Beyond the Voyage,2014,2,Adventure,OVA,"Production I.G., Inc.",3.67,Excellent
1336,1337,Planetarian,2016,5,Sentimental Drama,Web,David Production Inc.,3.67,Excellent
1337,1338,Akudama Drive,2020,12,Action,TV-Series,"Pierrot Co., Ltd.",3.66,Excellent
1338,1339,NieR:Automata Ver1.1a,2023,12,Action,TV-Series,A-1 Pictures Inc.,3.66,Excellent
1339,1340,A Certain Scientific Accelerator,2019,12,Action,TV-Series,"J.C.STAFF Co., Ltd.",3.66,Excellent
1340,1341,Princess Principal,2017,12,Action,TV-Series,"Actas Inc., 3Hz Inc.",3.66,Excellent
1341,1342,Attack on Titan OAD,2013,3,Action,OVA,"WIT STUDIO, Inc.",3.65,Excellent
1342,1343,Mieruko-chan,2021,12,Horror Comedy,TV-Series,"Passione Co., Ltd.",3.65,Excellent
1343,1344,Akatsuki no Yona: Sono Se ni wa,2015,1,Adventure,OVA,"Pierrot Co., Ltd.",3.66,Excellent
1344,1345,Healer Girl,2022,12,Slice of Life Drama,TV-Series,3Hz Inc.,3.71,Excellent
1345,1346,Seitokai Yakuindomo * OVA,2014,6,Comedy,OVA,GoHands,3.68,Excellent
1346,1347,The Morose Mononokean Ⅱ,2019,13,Ghost Stories,TV-Series,"St.Signpost.CO.,Ltd.",3.68,Excellent
1347,1348,Date a Bullet,2020,2,Action,Movie,GEEK TOYS Inc.,3.67,Excellent
1348,1349,Sayonara Zetsubou-sensei OVA,2008,3,Nonsense-Comedy,OVA,SHAFT Inc.,3.67,Excellent
1349,1350,Meitantei Conan: Honchou no Keiji Koi Monogatari - Kekkon Zenya,2022,1,Crime Fiction,TV-Special,"TMS Entertainment Co., Ltd.",3.77,Excellent
1350,1351,Sand Land: The Series,2024,13,?,Web,,3.75,Excellent
1351,1352,Strike the Blood Second,2016,8,Action,OVA,"SILVER LINK., CONNECT",3.65,Excellent
1352,1353,Yashahime: Princess Half-Demon (Season 2),2021,24,Fighting-Shounen,TV-Series,SUNRISE Inc.,3.69,Excellent
1353,1354,Owari no Hoshi no Love Song,,"Video,",Sentimental Drama,Musi,,3.7,Excellent
1354,1355,"Science Fell in Love, So I Tried to Prove It",2020,12,Romantic Comedy,Web,"ZERO-G, Inc.",3.65,Excellent
1355,1356,Yowamushi Pedal New Generation,2017,25,Ganbatte,TV-Series,"TMS Entertainment Co., Ltd.",3.69,Excellent
1356,1357,Isekai Quartet 2,2020,12,Comedy,TV-Series,Studio Puyukai,3.66,Excellent
1357,1358,Zan Sayonara Zetsubou-sensei,2009,13,Nonsense-Comedy,TV-Series,SHAFT Inc.,3.66,Excellent
1358,1359,Tsurune,2018,13,Ganbatte,TV-Series,"Kyoto Animation Co., Ltd.",3.66,Excellent
1359,1360,Tsugumomo 2,2020,12,Action Comedy,TV-Series,"ZERO-G, Inc.",3.66,Excellent
1360,1361,Isekai Quartet,2019,12,Comedy,TV-Series,Studio Puyukai,3.65,Excellent
1361,1362,Berserk (Season 2),2017,12,Action Drama,TV-Series,"GEMBA Inc., Millepensee Co., Ltd.",3.65,Excellent
1362,1363,BanG Dream! Girls Band Party! Pico,2018,26,Comedy,TV-Series,"DMM.futureworks Co., Ltd., Sanzigen Inc., W-Toon Studio",3.89,Excellent
1363,1364,The Future Diary OVA,2013,1,Action,OVA,asread,3.64,Excellent
1364,1365,Lupin the IIIrd: Fujiko’s Lie,2019,1,Adventure,Movie,"Telecom Animation Film Co., Ltd.",3.74,Excellent
1365,1366,Hayate the Combat Butler!!,2009,25,Romantic Comedy,TV-Series,"J.C.STAFF Co., Ltd.",3.65,Excellent
1366,1367,Inu-Oh,2022,1,Drama,Movie,Science SARU Inc.,4.0,Excellent
1367,1368,Super Lovers OVA,2017,2,Romance,OVA,,3.75,Excellent
1368,1369,The Royal Tutor Movie,2019,1,Comedy,Movie,"Tear Studio Co., Ltd.",3.72,Excellent
1369,1370,The Heike Story,2021,11,Drama,Web,Science SARU Inc.,3.7,Excellent
1370,1371,Good Night World,2023,12,Drama,Web,NAZ Inc.,3.68,Excellent
1371,1372,Minami-ke,2007,13,Slice of Life Comedy,TV-Series,Daume,3.64,Excellent
1372,1373,My Little Monster,2012,13,Romantic Comedy,TV-Series,Brain's Base,3.64,Excellent
1373,1374,The Day I Became a God,2020,12,Drama,TV-Series,"P.A. Works Co., Ltd.",3.65,Excellent
1374,1375,Tales of Zestiria the X,2016,12,Adventure,TV-Series,"ufotable, Inc.",3.64,Excellent
1375,1376,My Next Life as a Villainess: All Routes Lead to Doom! X,2021,12,Comedy,TV-Series,SILVER LINK.,3.65,Excellent
1376,1377,"Now and Then, Here and There",1999,13,Drama,TV-Series,"Anime International Co., Inc.",3.64,Excellent
1377,1378,Tiger & Bunny: The Rising,2014,1,Action Comedy,Movie,SUNRISE Inc.,3.75,Excellent
1378,1379,Space Dandy Season 2,2014,13,Nonsense-Comedy,TV-Series,BONES Inc.,3.65,Excellent
1379,1380,Durarara!! ×2 The First Arc OVA,2015,1,Thriller,Bonus,Shuka Inc.,3.71,Excellent
1380,1381,Mobile Suit Gundam Unicorn,2010,7,Action Drama,OVA,SUNRISE Inc.,3.66,Excellent
1381,1382,Rurouni Kenshin (2023),2023,24,Adventure,TV-Series,Liden Films Inc.,3.68,Excellent
1382,1383,Wonder Egg Priority,2021,12,Drama,TV-Series,CloverWorks Inc.,3.65,Excellent
1383,1384,Scissor Seven,2018,10,Nonsense-Comedy,Web,,3.69,Excellent
1384,1385,Soul Land (Season 2),2018,237,Action,Web,,4.08,Excellent
1385,1386,Beelzebub,2011,60,Action Comedy,TV-Series,"St.Signpost.CO.,Ltd.",3.64,Excellent
1386,1387,City Hunter 2,1988,63,Action Comedy,TV-Series,SUNRISE Inc.,3.67,Excellent
1387,1388,No Guns Life Season 2,2020,12,Action,TV-Series,MADHOUSE Inc.,3.67,Excellent
1388,1389,Do It Yourself!!,2022,12,?,TV-Series,Pine Jam,3.66,Excellent
1389,1390,Sing “Yesterday” for Me,2020,12,Drama,TV-Series,Doga Kobo,3.64,Excellent
1390,1391,Rakshasa Street,2016,24,Action,Web,"Chengdu L Square Culture Communication Co.,Ltd",3.84,Excellent
1391,1392,The World God Only Knows,2010,12,Romantic Comedy,TV-Series,manglobe Inc.,3.64,Excellent
1392,1393,One Piece: Episode of East Blue,2017,1,Fighting-Shounen,TV-Special,"Toei Animation Co., Ltd.",3.67,Excellent
1393,1394,Gabriel Dropout Specials,2017,2,Comedy,Bonus,Doga Kobo,3.67,Excellent
1394,1395,Dragon Ball Z: Battle of Gods,2013,1,Fighting-Shounen,Movie,"Toei Animation Co., Ltd.",3.64,Excellent
1395,1396,Yu Yu Hakusho: Ghost Files,1992,112,Fighting-Shounen,TV-Series,"Pierrot Co., Ltd.",3.64,Excellent
1396,1397,Restaurant to Another World,2017,12,Comedy,TV-Series,SILVER LINK.,3.64,Excellent
1397,1398,Tiger & Bunny 2,2022,13,Action Comedy,Web,BANDAI NAMCO Pictures Inc.,3.75,Excellent
1398,1399,K,2012,13,Action,TV-Series,GoHands,3.63,Excellent
1399,1400,Dead Dead Demons Dededede Destruction,?,17,Slice of Life Drama,Web,"Production +h., Inc.",3.73,Excellent
1400,1401,Gekijouban Aoki Hagane no Arpeggio,2015,2,Action,Movie,Sanzigen Inc.,3.66,Excellent
1401,1402,After the Rain,2018,12,Romantic Comedy,TV-Series,"WIT STUDIO, Inc.",3.64,Excellent
1402,1403,Vampire Knight Guilty,2008,13,Romantic Drama,TV-Series,"Studio DEEN Co., Ltd.",3.63,Excellent
1403,1404,Full-Time Magister,2016,12,Action,Web,,3.65,Excellent
1404,1405,Nura: Rise of the Yokai Clan,2010,26,Fighting-Shounen,TV-Series,"Studio DEEN Co., Ltd.",3.64,Excellent
1405,1406,How Not to Summon a Demon Lord Ω,2021,10,Adventure,TV-Series,"Okuruto Noboru Inc., Tezuka Productions Co., Ltd.",3.64,Excellent
1406,1407,Hell Girl,2005,26,Drama,TV-Series,"Studio DEEN Co., Ltd.",3.63,Excellent
1407,1408,Meitantei Conan: Kuro no Soshiki to no Sesshoku,2007,1,Crime Fiction,TV-Special,"TMS Entertainment Co., Ltd.",3.74,Excellent
1408,1409,La Corda D’Oro: Primo Passo,2006,25,Ganbatte,TV-Series,"Yumeta Co., Ltd.",3.64,Excellent
1409,1410,Bokutachi wa Benkyou ga Dekinai!: Chapel no Kane wa [X] o Shukufuku Suru,2020,1,Romantic Comedy,OVA,,3.73,Excellent
1410,1411,Strike the Blood IV,2020,12,Action,OVA,CONNECT,3.67,Excellent
1411,1412,Higurashi: When They Cry - Sotsu,2021,15,Horror,TV-Series,"Passione Co., Ltd.",3.66,Excellent
1412,1413,Fullmetal Alchemist: Brotherhood - OVA Collection,2009,4,Action Drama,Bonus,BONES Inc.,3.64,Excellent
1413,1414,Sekaiichi Hatsukoi: Proposal-hen,2020,1,?,Movie,"Studio DEEN Co., Ltd.",3.78,Excellent
1414,1415,"The Tunnel to Summer, the Exit of Goodbyes",2022,1,Sentimental Drama,Movie,"Clap Co., Ltd.",3.71,Excellent
1415,1416,Dawang Raoming,2021,12,Action,Web,,3.76,Excellent
1416,1417,Strike the Blood III,2018,10,Action,OVA,CONNECT,3.65,Excellent
